id,counterparty_gid,hsbc_intragroup_flag,counterparty_fcy_internal_rating,counterparty_lcy_internal_rating,incorporation_country,lgd_classification,pd_classification,entity_class,sub_class,sector,counterparty_dlgd,govt_guarantee_flag,trade_external_rating,counterparty_external_rating,avc,pra_io_mdb_3_1_flag,exposure_ccy,bond_or_loan_flag,original_maturity,residual_maturity,exposure_amount,expected_yield,counterparty_credit_quality_grade
EXP000353,CP00101,N,1.1,5.3,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4482,N,,AA,1.25,N,CHF,L,1.97,1.66,59364617.52,0.0056,INVESTMENT_GRADE
EXP000354,CP00020,N,5.2,3.1,SE,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4205,N,,,1.25,N,EUR,L,6.72,2.30,9717813.04,0.0419,NOT_RATED
EXP000355,CP00106,N,7.1,7.1,IT,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3731,N,,CC,1.0,N,CHF,L,3.58,1.57,34893764.24,0.1167,HIGH_YIELD
EXP000356,CP00029,N,3.1,3.1,FR,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3776,N,,A-,1.0,N,SEK,L,2.31,1.48,38564479.02,0.0080,INVESTMENT_GRADE
EXP000357,CP00250,N,4.3,3.3,DE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0892,Y,,BB,1.0,N,EUR,L,8.76,0.92,65078179.82,0.0392,HIGH_YIELD
EXP000358,CP00116,N,3.2,3.2,IT,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3935,N,,,1.0,N,EUR,L,4.46,4.18,215509.52,0.0255,NOT_RATED
EXP000359,CP00023,N,2.2,2.2,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4591,N,,A,1.25,N,EUR,B,5.02,4.16,97851071.70,0.0186,INVESTMENT_GRADE
EXP000360,CP00018,N,2.2,1.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4607,N,,A,1.25,N,CHF,L,4.71,3.59,41058248.84,0.0066,INVESTMENT_GRADE
EXP000361,CP00137,N,0.1,0.1,GB,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0944,Y,,AAA,1.0,Y,CHF,B,6.23,0.66,2235216.55,0.0241,INVESTMENT_GRADE
EXP000362,CP00005,N,4.1,4.1,DE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3837,N,,BBB-,1.0,N,USD,L,1.28,0.38,38003553.96,0.0157,HIGH_YIELD
EXP000363,CP00158,N,5.1,4.2,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0763,Y,BB-,BB-,1.0,N,GBP,L,6.53,6.27,51671250.74,0.0447,HIGH_YIELD
EXP000364,CP00146,N,1.1,4.1,DE,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3411,N,AA,AA,1.0,N,CHF,B,9.13,1.75,17256.69,0.0131,INVESTMENT_GRADE
EXP000365,CP00172,N,5.2,3.1,DE,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4222,N,B+,B+,1.25,N,SEK,B,0.53,0.28,51066159.27,0.0395,HIGH_YIELD
EXP000366,CP00215,N,0.1,0.1,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4310,N,,,1.25,N,GBP,B,5.94,4.22,78899953.68,0.0415,NOT_RATED
EXP000367,CP00055,N,6.1,6.1,NL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3747,Y,B-,B-,1.0,N,EUR,B,2.56,2.48,48928012.83,0.0752,HIGH_YIELD
EXP000368,CP00056,N,5.3,3.3,ES,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3874,N,B,B,1.0,N,USD,L,6.43,5.51,35801360.77,0.0829,HIGH_YIELD
EXP000369,CP00242,N,2.1,2.1,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0208,Y,,A+,1.0,N,EUR,B,0.27,0.17,116080541.94,0.0328,INVESTMENT_GRADE
EXP000370,CP00154,N,1.1,1.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0637,Y,AA,AA,1.0,N,PLN,B,7.01,2.03,55869544.27,0.0291,INVESTMENT_GRADE
EXP000371,CP00067,N,5.3,5.3,US,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4005,N,,,1.0,N,PLN,L,6.16,2.02,4723092.31,0.0791,NOT_RATED
EXP000372,CP00129,N,6.2,6.2,GB,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4630,N,,,1.25,N,USD,L,1.32,0.07,1268340.40,0.1021,NOT_RATED
EXP000373,CP00009,N,3.3,3.3,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0656,Y,,BBB,1.0,N,PLN,L,0.74,0.28,191406495.68,0.0149,INVESTMENT_GRADE
EXP000374,CP00251,N,8.1,8.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4265,N,,D,1.25,N,CHF,B,5.73,3.58,9065920.73,0.2207,HIGH_YIELD
EXP000375,CP00171,N,1.1,1.1,IT,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3781,N,,AA,1.0,N,EUR,B,0.70,0.43,6002261.04,0.0082,INVESTMENT_GRADE
EXP000376,CP00253,N,6.2,6.2,PL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4170,N,CCC,CCC,1.0,N,PLN,B,8.85,1.78,35092768.34,0.0846,HIGH_YIELD
EXP000377,CP00004,N,5.2,5.2,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4754,N,,B+,1.25,N,CHF,L,5.55,3.21,99198563.41,0.0534,HIGH_YIELD
EXP000378,CP00064,N,4.3,8.2,SE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4123,N,,BB,1.0,N,GBP,L,5.62,5.25,47256419.16,0.0440,HIGH_YIELD
EXP000379,CP00208,N,3.2,1.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4480,N,,,1.25,N,PLN,L,5.40,4.11,64976695.13,0.0249,NOT_RATED
EXP000380,CP00109,N,3.3,3.3,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0569,Y,,,1.0,N,USD,B,8.62,3.58,59986779.67,0.0412,NOT_RATED
EXP000381,CP00174,N,4.2,1.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0246,Y,,BB+,1.0,N,PLN,L,6.04,1.80,124590728.20,0.0305,HIGH_YIELD
EXP000382,CP00040,N,7.1,2.1,DE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3813,N,,CC,1.0,N,USD,L,5.53,3.44,43789026.10,0.1079,HIGH_YIELD
EXP000383,CP00133,N,2.1,2.1,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4222,N,,A+,1.0,N,USD,L,0.75,0.51,39297410.76,0.0315,INVESTMENT_GRADE
EXP000384,CP00099,N,1.1,1.1,GB,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4511,N,,AA,1.25,N,SEK,L,6.38,3.74,6855039.26,0.0285,INVESTMENT_GRADE
EXP000385,CP00001,N,3.1,4.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4501,N,A-,A-,1.25,N,GBP,L,1.91,1.12,76509244.85,0.0173,INVESTMENT_GRADE
EXP000386,CP00198,N,3.1,3.1,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0790,Y,,A-,1.0,N,GBP,B,7.70,1.43,199758961.00,0.0359,INVESTMENT_GRADE
EXP000387,CP00146,N,0.1,0.1,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4328,N,,,1.25,N,PLN,B,8.01,6.62,12048526.50,0.0354,NOT_RATED
EXP000388,CP00117,N,2.2,2.2,DE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1151,Y,A,A,1.0,N,CHF,B,6.73,0.53,22479340.15,0.0278,INVESTMENT_GRADE
EXP000389,CP00072,N,2.2,2.2,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3812,N,,A,1.0,N,CHF,B,4.95,0.36,5314218.49,0.0212,INVESTMENT_GRADE
EXP000390,CP00014,N,0.1,1.2,DE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3731,N,,AAA,1.0,N,SEK,L,5.50,4.85,47019182.58,0.0181,INVESTMENT_GRADE
EXP000391,CP00156,N,1.2,0.1,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0496,Y,,AA-,1.0,N,GBP,B,7.14,2.81,200107969.80,0.0243,INVESTMENT_GRADE
EXP000392,CP00151,N,2.1,2.1,FR,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4251,Y,A+,A+,1.0,N,EUR,L,9.16,0.54,29627132.90,0.0068,INVESTMENT_GRADE
EXP000393,CP00054,N,5.1,5.1,US,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3915,N,,BB-,1.0,N,SEK,B,0.58,0.11,9218930.29,0.0317,HIGH_YIELD
EXP000394,CP00103,N,4.2,4.2,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4599,Y,,BB+,1.25,N,EUR,L,1.32,0.59,27248036.19,0.0297,HIGH_YIELD
EXP000395,CP00080,N,3.1,3.1,CH,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3961,Y,,A-,1.0,N,SEK,L,3.58,0.21,43040748.61,0.0225,INVESTMENT_GRADE
EXP000396,CP00133,N,1.1,2.1,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0676,Y,AA,AA,1.0,N,PLN,B,8.18,4.77,50111183.80,0.0316,INVESTMENT_GRADE
EXP000397,CP00249,N,5.2,5.2,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4558,N,B+,B+,1.25,N,PLN,B,9.15,1.45,11151985.75,0.0557,HIGH_YIELD
EXP000398,CP00146,N,1.1,1.1,DE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3913,N,,AA,1.0,N,SEK,B,8.59,8.54,16903359.24,0.0390,INVESTMENT_GRADE
EXP000399,CP00095,N,0.1,0.1,SE,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4037,N,,AAA,1.0,N,PLN,B,4.13,2.57,2567068.76,0.0248,INVESTMENT_GRADE
EXP000400,CP00101,N,1.1,1.1,PL,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3421,N,AA,AA,1.0,N,EUR,L,5.56,2.46,58917.76,0.0306,INVESTMENT_GRADE
EXP000401,CP00019,N,3.1,3.1,IT,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3765,N,A-,A-,1.0,N,USD,L,0.41,0.28,5614591.56,0.0295,INVESTMENT_GRADE
EXP000402,CP00104,N,2.1,3.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4631,N,,A+,1.25,N,EUR,B,2.58,0.18,72404949.20,0.0231,INVESTMENT_GRADE
EXP000403,CP00015,N,7.1,4.1,DE,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3863,Y,,CC,1.0,N,EUR,L,4.51,0.43,20702303.64,0.1147,HIGH_YIELD
EXP000404,CP00125,N,7.1,2.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4296,N,,CC,1.25,N,CHF,L,6.97,6.01,15937411.22,0.1273,HIGH_YIELD
EXP000405,CP00109,N,2.1,1.2,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0301,Y,,A+,1.0,N,SEK,L,9.07,5.05,108524101.82,0.0142,INVESTMENT_GRADE
EXP000406,CP00257,N,3.1,3.1,CH,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0749,Y,,A-,1.0,Y,PLN,L,1.14,0.56,88089807.49,0.0227,INVESTMENT_GRADE
EXP000407,CP00177,N,5.2,5.2,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0453,Y,B+,B+,1.0,N,CHF,L,4.36,0.97,246475947.79,0.0655,HIGH_YIELD
EXP000408,CP00075,N,4.1,4.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4298,Y,BBB-,BBB-,1.25,N,GBP,B,5.68,0.71,27162617.75,0.0399,HIGH_YIELD
EXP000409,CP00259,N,5.3,5.3,DE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3933,N,,B,1.0,N,EUR,L,0.80,0.53,11134797.33,0.0722,HIGH_YIELD
EXP000410,CP00178,N,1.2,0.1,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0255,Y,AA-,AA-,1.0,N,CHF,L,3.07,2.60,112125343.47,0.0275,INVESTMENT_GRADE
EXP000411,CP00205,N,3.3,5.1,DE,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0826,Y,BBB,BBB,1.0,Y,PLN,L,9.71,2.10,101000103.97,0.0330,INVESTMENT_GRADE
EXP000412,CP00048,N,2.2,2.2,GB,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1293,Y,A,A,1.0,N,GBP,B,5.29,2.59,73179575.87,0.0141,INVESTMENT_GRADE
EXP000413,CP00131,N,6.2,6.2,SE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4235,N,,CCC,1.25,N,EUR,L,6.55,6.37,82235474.75,0.1009,HIGH_YIELD
EXP000414,CP00015,N,1.2,1.2,GB,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3560,N,,AA-,1.0,N,GBP,B,7.16,4.83,267621.62,0.0395,INVESTMENT_GRADE
EXP000415,CP00081,N,1.1,1.1,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4446,N,AA,AA,1.25,N,PLN,L,9.75,8.56,2401339.63,0.0382,INVESTMENT_GRADE
EXP000416,CP00069,N,4.2,4.2,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4716,N,BB+,BB+,1.25,N,SEK,B,1.66,0.29,85943969.14,0.0560,HIGH_YIELD
EXP000417,CP00256,N,4.1,4.1,FR,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4606,N,BBB-,BBB-,1.25,N,GBP,L,2.55,1.36,18007585.58,0.0505,HIGH_YIELD
EXP000418,CP00097,N,2.2,2.2,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4346,Y,A,A,1.25,N,USD,L,8.66,8.65,68846676.85,0.0354,INVESTMENT_GRADE
EXP000419,CP00089,N,8.3,8.3,NL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1134,Y,,D,1.0,N,GBP,B,8.60,3.34,13549978.10,0.7611,HIGH_YIELD
EXP000420,CP00025,N,0.1,0.1,ES,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4169,N,,AAA,1.0,N,USD,B,7.58,1.21,33505729.01,0.0132,INVESTMENT_GRADE
EXP000421,CP00229,N,4.1,2.1,DE,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3739,N,,BBB-,1.0,N,EUR,B,1.07,0.49,603510.97,0.0482,HIGH_YIELD
EXP000422,CP00071,N,3.3,2.2,SE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3926,N,,BBB,1.0,N,PLN,B,2.24,0.26,8455734.36,0.0252,INVESTMENT_GRADE
EXP000423,CP00055,N,3.3,3.3,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4509,N,,BBB,1.25,N,PLN,L,9.44,6.78,92164277.81,0.0457,INVESTMENT_GRADE
EXP000424,CP00246,N,3.3,5.3,ES,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0749,Y,,BBB,1.0,N,CHF,B,0.51,0.32,135794766.50,0.0250,INVESTMENT_GRADE
EXP000425,CP00186,N,8.1,5.3,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3972,N,,D,1.0,N,CHF,B,6.52,3.63,20612554.56,0.1984,HIGH_YIELD
EXP000426,CP00122,N,2.1,2.1,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4714,N,,A+,1.25,N,SEK,L,6.44,4.64,32052196.15,0.0304,INVESTMENT_GRADE
EXP000427,CP00183,N,3.2,3.2,GB,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3861,N,BBB+,BBB+,1.0,N,USD,L,8.21,5.99,24587401.07,0.0287,INVESTMENT_GRADE
EXP000428,CP00137,N,1.2,2.2,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4289,N,AA-,AA-,1.25,N,EUR,B,8.97,8.64,53797929.59,0.0303,INVESTMENT_GRADE
EXP000429,CP00092,N,5.1,5.1,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4674,N,BB-,BB-,1.25,N,EUR,B,0.90,0.33,62865202.48,0.0443,HIGH_YIELD
EXP000430,CP00204,N,5.2,5.2,IT,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4036,N,,,1.0,N,EUR,L,6.67,6.51,23956178.39,0.0435,NOT_RATED
EXP000431,CP00246,N,5.3,1.2,ES,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3771,N,,,1.0,N,PLN,L,4.10,1.86,14595302.59,0.0712,NOT_RATED
EXP000432,CP00051,N,3.2,3.2,US,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4099,N,,BBB+,1.0,N,USD,L,2.84,1.99,39415464.04,0.0182,INVESTMENT_GRADE
EXP000433,CP00020,N,1.2,1.2,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4456,N,,AA-,1.25,N,GBP,B,2.25,1.52,13455695.07,0.0211,INVESTMENT_GRADE
EXP000434,CP00044,N,3.2,3.2,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4013,N,,BBB+,1.0,N,PLN,B,9.19,2.63,10491950.54,0.0182,INVESTMENT_GRADE
EXP000435,CP00131,N,1.2,3.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4721,N,,AA-,1.25,N,PLN,L,9.97,2.83,89993383.20,0.0354,INVESTMENT_GRADE
EXP000436,CP00033,N,3.2,6.2,DE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3739,N,,BBB+,1.0,N,EUR,B,9.67,0.83,9618014.62,0.0389,INVESTMENT_GRADE
EXP000437,CP00199,N,3.3,5.1,PL,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3909,N,,BBB,1.0,N,CHF,L,1.44,0.91,38384127.25,0.0197,INVESTMENT_GRADE
EXP000438,CP00037,N,3.3,4.2,SE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3904,N,BBB,BBB,1.0,N,SEK,B,7.46,4.90,44410310.87,0.0380,INVESTMENT_GRADE
EXP000439,CP00136,N,4.2,4.2,DE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0500,Y,,BB+,1.0,N,GBP,L,6.31,1.28,190882630.05,0.0280,HIGH_YIELD
EXP000440,CP00136,N,1.2,1.2,SE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4007,N,,AA-,1.0,N,SEK,L,4.88,2.16,18903714.87,0.0124,INVESTMENT_GRADE
EXP000441,CP00010,N,7.1,7.1,CH,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0833,Y,,CC,1.0,Y,CHF,B,3.55,2.17,101504362.95,0.1415,HIGH_YIELD
EXP000442,CP00099,N,1.2,3.2,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4246,N,AA-,AA-,1.25,N,EUR,B,8.73,8.61,79690206.38,0.0058,INVESTMENT_GRADE
EXP000443,CP00003,N,3.2,8.2,FR,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4105,N,BBB+,BBB+,1.0,N,EUR,L,1.43,1.41,6571835.03,0.0336,INVESTMENT_GRADE
EXP000444,CP00035,N,3.3,2.2,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4176,N,,BBB,1.0,N,SEK,B,0.28,0.26,3717688.78,0.0291,INVESTMENT_GRADE
EXP000445,CP00089,N,6.1,6.1,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0275,Y,,B-,1.0,N,GBP,L,6.33,2.55,237978935.68,0.0738,HIGH_YIELD
EXP000446,CP00251,N,4.2,4.2,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0499,Y,,BB+,1.0,N,EUR,B,1.61,0.28,236436478.16,0.0351,HIGH_YIELD
EXP000447,CP00130,N,3.3,3.3,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4452,N,,,1.25,N,CHF,L,9.52,2.44,20544639.10,0.0357,NOT_RATED
EXP000448,CP00073,N,5.1,5.1,ES,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4048,N,,,1.0,N,USD,L,8.95,2.12,5922068.83,0.0397,NOT_RATED
EXP000449,CP00138,N,5.1,5.1,US,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4107,N,,BB-,1.0,N,USD,L,8.22,4.48,37146772.10,0.0636,HIGH_YIELD
EXP000450,CP00114,N,3.1,1.2,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4584,N,,A-,1.25,N,GBP,L,3.35,2.76,87217328.86,0.0106,INVESTMENT_GRADE
EXP000451,CP00254,N,5.2,5.2,FR,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3920,Y,B+,B+,1.0,N,PLN,B,2.86,1.53,43665292.03,0.0474,HIGH_YIELD
EXP000452,CP00157,N,4.2,4.2,IT,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4198,N,,,1.0,N,EUR,B,8.21,5.44,35296185.27,0.0453,NOT_RATED
EXP000453,CP00160,N,1.1,1.1,FR,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4236,N,,AA,1.0,N,EUR,L,2.40,1.56,27913716.73,0.0441,INVESTMENT_GRADE
EXP000454,CP00224,N,2.2,2.2,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4792,N,A,A,1.25,N,GBP,B,5.20,5.07,66657013.90,0.0403,INVESTMENT_GRADE
EXP000455,CP00202,N,2.1,2.1,SE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0860,Y,,A+,1.0,N,PLN,B,8.25,1.83,50852663.26,0.0215,INVESTMENT_GRADE
EXP000456,CP00208,N,4.2,4.2,PL,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3701,N,,BB+,1.0,N,PLN,B,2.62,0.28,509234.52,0.0385,HIGH_YIELD
EXP000457,CP00133,N,1.2,0.1,IT,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4599,Y,,AA-,1.25,N,USD,L,7.78,3.35,17142858.06,0.0352,INVESTMENT_GRADE
EXP000458,CP00172,N,6.2,5.2,US,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4557,N,,CCC,1.25,N,SEK,L,2.78,0.88,36979250.91,0.0951,HIGH_YIELD
EXP000459,CP00202,N,5.2,5.2,SE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0379,Y,B+,B+,1.0,N,PLN,L,6.84,1.23,25304044.49,0.0515,HIGH_YIELD
EXP000460,CP00041,N,2.1,3.1,FR,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3790,N,,A+,1.0,N,EUR,L,6.03,1.39,25946946.28,0.0353,INVESTMENT_GRADE
EXP000461,CP00225,N,0.1,0.1,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4645,N,AAA,AAA,1.25,N,CHF,L,8.86,7.19,17015989.17,0.0425,INVESTMENT_GRADE
EXP000462,CP00059,N,3.2,3.2,ES,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3620,N,,BBB+,1.0,N,PLN,L,9.96,3.02,637612.32,0.0272,INVESTMENT_GRADE
EXP000463,CP00248,N,4.1,4.2,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0795,Y,,BBB-,1.0,N,USD,L,3.51,3.41,241981900.56,0.0169,HIGH_YIELD
EXP000464,CP00217,Y,3.3,3.3,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0212,Y,,BBB,1.0,N,EUR,L,5.84,1.54,241947682.62,0.0279,INVESTMENT_GRADE
EXP000465,CP00181,Y,4.1,1.2,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0595,Y,,BBB-,1.0,N,EUR,L,4.27,3.09,197009817.47,0.0145,HIGH_YIELD
EXP000466,CP00091,N,3.2,6.1,SE,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3394,N,BBB+,BBB+,1.0,N,PLN,L,2.65,1.22,234281.35,0.0172,INVESTMENT_GRADE
EXP000467,CP00221,N,5.1,5.1,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4046,N,,BB-,1.0,N,CHF,B,2.01,1.42,44871486.42,0.0481,HIGH_YIELD
EXP000468,CP00051,N,4.2,4.2,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4354,Y,BB+,BB+,1.25,N,SEK,L,0.52,0.47,49395576.44,0.0508,HIGH_YIELD
EXP000469,CP00107,N,3.3,4.3,SE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0873,Y,,BBB,1.0,N,CHF,L,9.75,2.93,70271761.27,0.0259,INVESTMENT_GRADE
EXP000470,CP00017,N,7.2,0.1,US,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0841,Y,,C,1.0,Y,PLN,L,8.76,6.44,75131113.86,0.1369,HIGH_YIELD
