scenario_id,projection_year,entity_class,sub_class,exposure_ccy,growth_rate,amortization_rate,prepayment_rate,renewal_rate,new_origination_rate
DOWNSIDE,2030,CORP,PROJECT_FINANCE,GBP,0.0027,0.0160,0.0190,0.8400,0.0016
DOWNSIDE,2030,CORP,PROJECT_FINANCE,PLN,0.0027,0.0160,0.0160,0.8400,0.0016
DOWNSIDE,2030,CORP,PROJECT_FINANCE,SEK,0.0027,0.0160,0.0101,0.8400,0.0016
DOWNSIDE,2030,CORP,PROJECT_FINANCE,USD,0.0027,0.0160,0.0078,0.8400,0.0016
DOWNSIDE,2030,CORP,SPECIALISED_LENDING,CHF,0.0075,0.0197,0.0110,0.8400,0.0045
DOWNSIDE,2030,CORP,SPECIALISED_LENDING,EUR,0.0075,0.0197,0.0150,0.8400,0.0045
DOWNSIDE,2030,CORP,SPECIALISED_LENDING,GBP,0.0075,0.0197,0.0190,0.8400,0.0045
DOWNSIDE,2030,CORP,SPECIALISED_LENDING,PLN,0.0075,0.0197,0.0160,0.8400,0.0045
DOWNSIDE,2030,CORP,SPECIALISED_LENDING,SEK,0.0075,0.0197,0.0101,0.8400,0.0045
DOWNSIDE,2030,CORP,SPECIALISED_LENDING,USD,0.0075,0.0197,0.0078,0.8400,0.0045
DOWNSIDE,2030,FI,FINANCIAL_INSTITUTION,CHF,-0.0048,0.0394,0.0110,0.8800,0.0000
DOWNSIDE,2030,FI,FINANCIAL_INSTITUTION,EUR,-0.0048,0.0394,0.0150,0.8800,0.0000
DOWNSIDE,2030,FI,FINANCIAL_INSTITUTION,GBP,-0.0048,0.0394,0.0190,0.8800,0.0000
DOWNSIDE,2030,FI,FINANCIAL_INSTITUTION,PLN,-0.0048,0.0394,0.0160,0.8800,0.0000
DOWNSIDE,2030,FI,FINANCIAL_INSTITUTION,SEK,-0.0048,0.0394,0.0101,0.8800,0.0000
DOWNSIDE,2030,FI,FINANCIAL_INSTITUTION,USD,-0.0048,0.0394,0.0078,0.8800,0.0000
DOWNSIDE,2030,MDB,GENERAL,CHF,-0.0126,0.0286,0.0110,0.8800,0.0000
DOWNSIDE,2030,MDB,GENERAL,EUR,-0.0126,0.0286,0.0150,0.8800,0.0000
DOWNSIDE,2030,MDB,GENERAL,GBP,-0.0126,0.0286,0.0190,0.8800,0.0000
DOWNSIDE,2030,MDB,GENERAL,PLN,-0.0126,0.0286,0.0160,0.8800,0.0000
DOWNSIDE,2030,MDB,GENERAL,SEK,-0.0126,0.0286,0.0101,0.8800,0.0000
DOWNSIDE,2030,MDB,GENERAL,USD,-0.0126,0.0286,0.0078,0.8800,0.0000
DOWNSIDE,2030,OTHER,OTHER,CHF,-0.0126,0.0347,0.0110,0.8800,0.0000
DOWNSIDE,2030,OTHER,OTHER,EUR,-0.0126,0.0347,0.0150,0.8800,0.0000
DOWNSIDE,2030,OTHER,OTHER,GBP,-0.0126,0.0347,0.0190,0.8800,0.0000
DOWNSIDE,2030,OTHER,OTHER,SEK,-0.0126,0.0347,0.0101,0.8800,0.0000
DOWNSIDE,2030,OTHER,OTHER,USD,-0.0126,0.0347,0.0078,0.8800,0.0000
DOWNSIDE,2030,PSE,GENERAL,CHF,-0.0272,0.0286,0.0110,0.8800,0.0000
DOWNSIDE,2030,PSE,GENERAL,EUR,-0.0272,0.0286,0.0150,0.8800,0.0000
DOWNSIDE,2030,PSE,GENERAL,GBP,-0.0272,0.0286,0.0190,0.8800,0.0000
DOWNSIDE,2030,PSE,GENERAL,PLN,-0.0272,0.0286,0.0160,0.8800,0.0000
DOWNSIDE,2030,PSE,GENERAL,SEK,-0.0272,0.0286,0.0101,0.8800,0.0000
DOWNSIDE,2030,PSE,GENERAL,USD,-0.0272,0.0286,0.0078,0.8800,0.0000
DOWNSIDE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,-0.0087,0.0183,0.0110,0.8400,0.0000
DOWNSIDE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,-0.0087,0.0183,0.0150,0.8400,0.0000
DOWNSIDE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,-0.0087,0.0183,0.0190,0.8400,0.0000
DOWNSIDE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,-0.0087,0.0183,0.0160,0.8400,0.0000
DOWNSIDE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,-0.0087,0.0183,0.0101,0.8400,0.0000
DOWNSIDE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,-0.0087,0.0183,0.0078,0.8400,0.0000
DOWNSIDE,2030,RETAIL,RETAIL,CHF,0.0088,0.0263,0.0110,0.8400,0.0053
DOWNSIDE,2030,RETAIL,RETAIL,EUR,0.0088,0.0263,0.0150,0.8400,0.0053
DOWNSIDE,2030,RETAIL,RETAIL,GBP,0.0088,0.0263,0.0190,0.8400,0.0053
DOWNSIDE,2030,RETAIL,RETAIL,PLN,0.0088,0.0263,0.0160,0.8400,0.0053
DOWNSIDE,2030,RETAIL,RETAIL,SEK,0.0088,0.0263,0.0101,0.8400,0.0053
DOWNSIDE,2030,RETAIL,RETAIL,USD,0.0088,0.0263,0.0078,0.8400,0.0053
DOWNSIDE,2030,SOV,SOVEREIGN,CHF,-0.0177,0.0197,0.0110,0.8800,0.0000
DOWNSIDE,2030,SOV,SOVEREIGN,EUR,-0.0177,0.0197,0.0150,0.8800,0.0000
DOWNSIDE,2030,SOV,SOVEREIGN,GBP,-0.0177,0.0197,0.0190,0.8800,0.0000
DOWNSIDE,2030,SOV,SOVEREIGN,PLN,-0.0177,0.0197,0.0160,0.8800,0.0000
DOWNSIDE,2030,SOV,SOVEREIGN,SEK,-0.0177,0.0197,0.0101,0.8800,0.0000
DOWNSIDE,2030,SOV,SOVEREIGN,USD,-0.0177,0.0197,0.0078,0.8800,0.0000
STRESS,2026,BANK,BANK,CHF,-0.0696,0.0193,0.0203,0.7800,0.0000
STRESS,2026,BANK,BANK,EUR,-0.0696,0.0193,0.0231,0.7800,0.0000
STRESS,2026,BANK,BANK,GBP,-0.0696,0.0193,0.0223,0.7800,0.0000
STRESS,2026,BANK,BANK,PLN,-0.0696,0.0193,0.0068,0.7800,0.0000
STRESS,2026,BANK,BANK,SEK,-0.0696,0.0193,0.0192,0.7800,0.0000
STRESS,2026,BANK,BANK,USD,-0.0696,0.0193,0.0139,0.7800,0.0000
STRESS,2026,CORP,COMMERCIAL_REAL_ESTATE,CHF,-0.0310,0.0356,0.0203,0.7400,0.0000
STRESS,2026,CORP,COMMERCIAL_REAL_ESTATE,EUR,-0.0310,0.0356,0.0231,0.7400,0.0000
STRESS,2026,CORP,COMMERCIAL_REAL_ESTATE,GBP,-0.0310,0.0356,0.0223,0.7400,0.0000
STRESS,2026,CORP,COMMERCIAL_REAL_ESTATE,PLN,-0.0310,0.0356,0.0068,0.7400,0.0000
STRESS,2026,CORP,COMMERCIAL_REAL_ESTATE,SEK,-0.0310,0.0356,0.0192,0.7400,0.0000
STRESS,2026,CORP,COMMERCIAL_REAL_ESTATE,USD,-0.0310,0.0356,0.0139,0.7400,0.0000
STRESS,2026,CORP,COMMODITIES_FINANCE,CHF,-0.0353,0.0415,0.0203,0.7400,0.0000
STRESS,2026,CORP,COMMODITIES_FINANCE,EUR,-0.0353,0.0415,0.0231,0.7400,0.0000
STRESS,2026,CORP,COMMODITIES_FINANCE,GBP,-0.0353,0.0415,0.0223,0.7400,0.0000
STRESS,2026,CORP,COMMODITIES_FINANCE,PLN,-0.0353,0.0415,0.0068,0.7400,0.0000
STRESS,2026,CORP,COMMODITIES_FINANCE,SEK,-0.0353,0.0415,0.0192,0.7400,0.0000
STRESS,2026,CORP,COMMODITIES_FINANCE,USD,-0.0353,0.0415,0.0139,0.7400,0.0000
STRESS,2026,CORP,CORPORATE,CHF,-0.0402,0.0191,0.0203,0.7400,0.0000
STRESS,2026,CORP,CORPORATE,EUR,-0.0402,0.0191,0.0231,0.7400,0.0000
STRESS,2026,CORP,CORPORATE,GBP,-0.0402,0.0191,0.0223,0.7400,0.0000
STRESS,2026,CORP,CORPORATE,PLN,-0.0402,0.0191,0.0068,0.7400,0.0000
STRESS,2026,CORP,CORPORATE,SEK,-0.0402,0.0191,0.0192,0.7400,0.0000
STRESS,2026,CORP,CORPORATE,USD,-0.0402,0.0191,0.0139,0.7400,0.0000
STRESS,2026,CORP,OBJECT_FINANCE,CHF,-0.0499,0.0311,0.0203,0.7400,0.0000
STRESS,2026,CORP,OBJECT_FINANCE,EUR,-0.0499,0.0311,0.0231,0.7400,0.0000
STRESS,2026,CORP,OBJECT_FINANCE,GBP,-0.0499,0.0311,0.0223,0.7400,0.0000
STRESS,2026,CORP,OBJECT_FINANCE,PLN,-0.0499,0.0311,0.0068,0.7400,0.0000
STRESS,2026,CORP,OBJECT_FINANCE,SEK,-0.0499,0.0311,0.0192,0.7400,0.0000
STRESS,2026,CORP,OBJECT_FINANCE,USD,-0.0499,0.0311,0.0139,0.7400,0.0000
STRESS,2026,CORP,PROJECT_FINANCE,CHF,-0.0394,0.0409,0.0203,0.7400,0.0000
STRESS,2026,CORP,PROJECT_FINANCE,EUR,-0.0394,0.0409,0.0231,0.7400,0.0000
STRESS,2026,CORP,PROJECT_FINANCE,GBP,-0.0394,0.0409,0.0223,0.7400,0.0000
STRESS,2026,CORP,PROJECT_FINANCE,PLN,-0.0394,0.0409,0.0068,0.7400,0.0000
STRESS,2026,CORP,PROJECT_FINANCE,SEK,-0.0394,0.0409,0.0192,0.7400,0.0000
STRESS,2026,CORP,PROJECT_FINANCE,USD,-0.0394,0.0409,0.0139,0.7400,0.0000
STRESS,2026,CORP,SPECIALISED_LENDING,CHF,-0.0476,0.0443,0.0203,0.7400,0.0000
STRESS,2026,CORP,SPECIALISED_LENDING,EUR,-0.0476,0.0443,0.0231,0.7400,0.0000
STRESS,2026,CORP,SPECIALISED_LENDING,GBP,-0.0476,0.0443,0.0223,0.7400,0.0000
STRESS,2026,CORP,SPECIALISED_LENDING,PLN,-0.0476,0.0443,0.0068,0.7400,0.0000
STRESS,2026,CORP,SPECIALISED_LENDING,SEK,-0.0476,0.0443,0.0192,0.7400,0.0000
STRESS,2026,CORP,SPECIALISED_LENDING,USD,-0.0476,0.0443,0.0139,0.7400,0.0000
STRESS,2026,FI,FINANCIAL_INSTITUTION,CHF,-0.0545,0.0233,0.0203,0.7800,0.0000
STRESS,2026,FI,FINANCIAL_INSTITUTION,EUR,-0.0545,0.0233,0.0231,0.7800,0.0000
STRESS,2026,FI,FINANCIAL_INSTITUTION,GBP,-0.0545,0.0233,0.0223,0.7800,0.0000
STRESS,2026,FI,FINANCIAL_INSTITUTION,PLN,-0.0545,0.0233,0.0068,0.7800,0.0000
STRESS,2026,FI,FINANCIAL_INSTITUTION,SEK,-0.0545,0.0233,0.0192,0.7800,0.0000
STRESS,2026,FI,FINANCIAL_INSTITUTION,USD,-0.0545,0.0233,0.0139,0.7800,0.0000
STRESS,2026,MDB,GENERAL,CHF,-0.0684,0.0373,0.0203,0.7800,0.0000
STRESS,2026,MDB,GENERAL,EUR,-0.0684,0.0373,0.0231,0.7800,0.0000
STRESS,2026,MDB,GENERAL,GBP,-0.0684,0.0373,0.0223,0.7800,0.0000
STRESS,2026,MDB,GENERAL,PLN,-0.0684,0.0373,0.0068,0.7800,0.0000
STRESS,2026,MDB,GENERAL,SEK,-0.0684,0.0373,0.0192,0.7800,0.0000
STRESS,2026,MDB,GENERAL,USD,-0.0684,0.0373,0.0139,0.7800,0.0000
STRESS,2026,OTHER,OTHER,CHF,-0.0596,0.0383,0.0203,0.7800,0.0000
STRESS,2026,OTHER,OTHER,EUR,-0.0596,0.0383,0.0231,0.7800,0.0000
STRESS,2026,OTHER,OTHER,GBP,-0.0596,0.0383,0.0223,0.7800,0.0000
STRESS,2026,OTHER,OTHER,SEK,-0.0596,0.0383,0.0192,0.7800,0.0000
STRESS,2026,OTHER,OTHER,USD,-0.0596,0.0383,0.0139,0.7800,0.0000
STRESS,2026,PSE,GENERAL,CHF,-0.0713,0.0373,0.0203,0.7800,0.0000
STRESS,2026,PSE,GENERAL,EUR,-0.0713,0.0373,0.0231,0.7800,0.0000
STRESS,2026,PSE,GENERAL,GBP,-0.0713,0.0373,0.0223,0.7800,0.0000
STRESS,2026,PSE,GENERAL,PLN,-0.0713,0.0373,0.0068,0.7800,0.0000
STRESS,2026,PSE,GENERAL,SEK,-0.0713,0.0373,0.0192,0.7800,0.0000
STRESS,2026,PSE,GENERAL,USD,-0.0713,0.0373,0.0139,0.7800,0.0000
STRESS,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,-0.0374,0.0409,0.0203,0.7400,0.0000
STRESS,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,-0.0374,0.0409,0.0231,0.7400,0.0000
STRESS,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,-0.0374,0.0409,0.0223,0.7400,0.0000
STRESS,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,-0.0374,0.0409,0.0068,0.7400,0.0000
STRESS,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,-0.0374,0.0409,0.0192,0.7400,0.0000
STRESS,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,-0.0374,0.0409,0.0139,0.7400,0.0000
STRESS,2026,RETAIL,RETAIL,CHF,-0.0484,0.0176,0.0203,0.7400,0.0000
STRESS,2026,RETAIL,RETAIL,EUR,-0.0484,0.0176,0.0231,0.7400,0.0000
STRESS,2026,RETAIL,RETAIL,GBP,-0.0484,0.0176,0.0223,0.7400,0.0000
STRESS,2026,RETAIL,RETAIL,PLN,-0.0484,0.0176,0.0068,0.7400,0.0000
STRESS,2026,RETAIL,RETAIL,SEK,-0.0484,0.0176,0.0192,0.7400,0.0000
STRESS,2026,RETAIL,RETAIL,USD,-0.0484,0.0176,0.0139,0.7400,0.0000
STRESS,2026,SOV,SOVEREIGN,CHF,-0.0614,0.0257,0.0203,0.7800,0.0000
STRESS,2026,SOV,SOVEREIGN,EUR,-0.0614,0.0257,0.0231,0.7800,0.0000
STRESS,2026,SOV,SOVEREIGN,GBP,-0.0614,0.0257,0.0223,0.7800,0.0000
STRESS,2026,SOV,SOVEREIGN,PLN,-0.0614,0.0257,0.0068,0.7800,0.0000
STRESS,2026,SOV,SOVEREIGN,SEK,-0.0614,0.0257,0.0192,0.7800,0.0000
STRESS,2026,SOV,SOVEREIGN,USD,-0.0614,0.0257,0.0139,0.7800,0.0000
STRESS,2027,BANK,BANK,CHF,-0.0668,0.0182,0.0233,0.7800,0.0000
STRESS,2027,BANK,BANK,EUR,-0.0668,0.0182,0.0057,0.7800,0.0000
STRESS,2027,BANK,BANK,GBP,-0.0668,0.0182,0.0095,0.7800,0.0000
STRESS,2027,BANK,BANK,PLN,-0.0668,0.0182,0.0197,0.7800,0.0000
STRESS,2027,BANK,BANK,SEK,-0.0668,0.0182,0.0177,0.7800,0.0000
STRESS,2027,BANK,BANK,USD,-0.0668,0.0182,0.0211,0.7800,0.0000
STRESS,2027,CORP,COMMERCIAL_REAL_ESTATE,CHF,-0.0346,0.0411,0.0233,0.7400,0.0000
STRESS,2027,CORP,COMMERCIAL_REAL_ESTATE,EUR,-0.0346,0.0411,0.0057,0.7400,0.0000
STRESS,2027,CORP,COMMERCIAL_REAL_ESTATE,GBP,-0.0346,0.0411,0.0095,0.7400,0.0000
STRESS,2027,CORP,COMMERCIAL_REAL_ESTATE,PLN,-0.0346,0.0411,0.0197,0.7400,0.0000
STRESS,2027,CORP,COMMERCIAL_REAL_ESTATE,SEK,-0.0346,0.0411,0.0177,0.7400,0.0000
STRESS,2027,CORP,COMMERCIAL_REAL_ESTATE,USD,-0.0346,0.0411,0.0211,0.7400,0.0000
STRESS,2027,CORP,COMMODITIES_FINANCE,CHF,-0.0422,0.0388,0.0233,0.7400,0.0000
STRESS,2027,CORP,COMMODITIES_FINANCE,EUR,-0.0422,0.0388,0.0057,0.7400,0.0000
STRESS,2027,CORP,COMMODITIES_FINANCE,GBP,-0.0422,0.0388,0.0095,0.7400,0.0000
STRESS,2027,CORP,COMMODITIES_FINANCE,PLN,-0.0422,0.0388,0.0197,0.7400,0.0000
STRESS,2027,CORP,COMMODITIES_FINANCE,SEK,-0.0422,0.0388,0.0177,0.7400,0.0000
STRESS,2027,CORP,COMMODITIES_FINANCE,USD,-0.0422,0.0388,0.0211,0.7400,0.0000
STRESS,2027,CORP,CORPORATE,CHF,-0.0420,0.0353,0.0233,0.7400,0.0000
STRESS,2027,CORP,CORPORATE,EUR,-0.0420,0.0353,0.0057,0.7400,0.0000
STRESS,2027,CORP,CORPORATE,GBP,-0.0420,0.0353,0.0095,0.7400,0.0000
STRESS,2027,CORP,CORPORATE,PLN,-0.0420,0.0353,0.0197,0.7400,0.0000
STRESS,2027,CORP,CORPORATE,SEK,-0.0420,0.0353,0.0177,0.7400,0.0000
STRESS,2027,CORP,CORPORATE,USD,-0.0420,0.0353,0.0211,0.7400,0.0000
STRESS,2027,CORP,OBJECT_FINANCE,CHF,-0.0458,0.0244,0.0233,0.7400,0.0000
STRESS,2027,CORP,OBJECT_FINANCE,EUR,-0.0458,0.0244,0.0057,0.7400,0.0000
STRESS,2027,CORP,OBJECT_FINANCE,GBP,-0.0458,0.0244,0.0095,0.7400,0.0000
STRESS,2027,CORP,OBJECT_FINANCE,PLN,-0.0458,0.0244,0.0197,0.7400,0.0000
STRESS,2027,CORP,OBJECT_FINANCE,SEK,-0.0458,0.0244,0.0177,0.7400,0.0000
STRESS,2027,CORP,OBJECT_FINANCE,USD,-0.0458,0.0244,0.0211,0.7400,0.0000
STRESS,2027,CORP,PROJECT_FINANCE,CHF,-0.0368,0.0273,0.0233,0.7400,0.0000
STRESS,2027,CORP,PROJECT_FINANCE,EUR,-0.0368,0.0273,0.0057,0.7400,0.0000
STRESS,2027,CORP,PROJECT_FINANCE,GBP,-0.0368,0.0273,0.0095,0.7400,0.0000
STRESS,2027,CORP,PROJECT_FINANCE,PLN,-0.0368,0.0273,0.0197,0.7400,0.0000
STRESS,2027,CORP,PROJECT_FINANCE,SEK,-0.0368,0.0273,0.0177,0.7400,0.0000
STRESS,2027,CORP,PROJECT_FINANCE,USD,-0.0368,0.0273,0.0211,0.7400,0.0000
STRESS,2027,CORP,SPECIALISED_LENDING,CHF,-0.0349,0.0178,0.0233,0.7400,0.0000
STRESS,2027,CORP,SPECIALISED_LENDING,EUR,-0.0349,0.0178,0.0057,0.7400,0.0000
STRESS,2027,CORP,SPECIALISED_LENDING,GBP,-0.0349,0.0178,0.0095,0.7400,0.0000
STRESS,2027,CORP,SPECIALISED_LENDING,PLN,-0.0349,0.0178,0.0197,0.7400,0.0000
STRESS,2027,CORP,SPECIALISED_LENDING,SEK,-0.0349,0.0178,0.0177,0.7400,0.0000
STRESS,2027,CORP,SPECIALISED_LENDING,USD,-0.0349,0.0178,0.0211,0.7400,0.0000
STRESS,2027,FI,FINANCIAL_INSTITUTION,CHF,-0.0528,0.0201,0.0233,0.7800,0.0000
STRESS,2027,FI,FINANCIAL_INSTITUTION,EUR,-0.0528,0.0201,0.0057,0.7800,0.0000
STRESS,2027,FI,FINANCIAL_INSTITUTION,GBP,-0.0528,0.0201,0.0095,0.7800,0.0000
STRESS,2027,FI,FINANCIAL_INSTITUTION,PLN,-0.0528,0.0201,0.0197,0.7800,0.0000
STRESS,2027,FI,FINANCIAL_INSTITUTION,SEK,-0.0528,0.0201,0.0177,0.7800,0.0000
STRESS,2027,FI,FINANCIAL_INSTITUTION,USD,-0.0528,0.0201,0.0211,0.7800,0.0000
STRESS,2027,MDB,GENERAL,CHF,-0.0586,0.0221,0.0233,0.7800,0.0000
STRESS,2027,MDB,GENERAL,EUR,-0.0586,0.0221,0.0057,0.7800,0.0000
STRESS,2027,MDB,GENERAL,GBP,-0.0586,0.0221,0.0095,0.7800,0.0000
STRESS,2027,MDB,GENERAL,PLN,-0.0586,0.0221,0.0197,0.7800,0.0000
STRESS,2027,MDB,GENERAL,SEK,-0.0586,0.0221,0.0177,0.7800,0.0000
STRESS,2027,MDB,GENERAL,USD,-0.0586,0.0221,0.0211,0.7800,0.0000
STRESS,2027,OTHER,OTHER,CHF,-0.0557,0.0179,0.0233,0.7800,0.0000
STRESS,2027,OTHER,OTHER,EUR,-0.0557,0.0179,0.0057,0.7800,0.0000
STRESS,2027,OTHER,OTHER,GBP,-0.0557,0.0179,0.0095,0.7800,0.0000
STRESS,2027,OTHER,OTHER,SEK,-0.0557,0.0179,0.0177,0.7800,0.0000
STRESS,2027,OTHER,OTHER,USD,-0.0557,0.0179,0.0211,0.7800,0.0000
STRESS,2027,PSE,GENERAL,CHF,-0.0647,0.0221,0.0233,0.7800,0.0000
STRESS,2027,PSE,GENERAL,EUR,-0.0647,0.0221,0.0057,0.7800,0.0000
STRESS,2027,PSE,GENERAL,GBP,-0.0647,0.0221,0.0095,0.7800,0.0000
STRESS,2027,PSE,GENERAL,PLN,-0.0647,0.0221,0.0197,0.7800,0.0000
STRESS,2027,PSE,GENERAL,SEK,-0.0647,0.0221,0.0177,0.7800,0.0000
STRESS,2027,PSE,GENERAL,USD,-0.0647,0.0221,0.0211,0.7800,0.0000
STRESS,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,-0.0362,0.0370,0.0233,0.7400,0.0000
STRESS,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,-0.0362,0.0370,0.0057,0.7400,0.0000
STRESS,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,-0.0362,0.0370,0.0095,0.7400,0.0000
STRESS,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,-0.0362,0.0370,0.0197,0.7400,0.0000
STRESS,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,-0.0362,0.0370,0.0177,0.7400,0.0000
STRESS,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,-0.0362,0.0370,0.0211,0.7400,0.0000
STRESS,2027,RETAIL,RETAIL,CHF,-0.0519,0.0246,0.0233,0.7400,0.0000
STRESS,2027,RETAIL,RETAIL,EUR,-0.0519,0.0246,0.0057,0.7400,0.0000
STRESS,2027,RETAIL,RETAIL,GBP,-0.0519,0.0246,0.0095,0.7400,0.0000
STRESS,2027,RETAIL,RETAIL,PLN,-0.0519,0.0246,0.0197,0.7400,0.0000
STRESS,2027,RETAIL,RETAIL,SEK,-0.0519,0.0246,0.0177,0.7400,0.0000
STRESS,2027,RETAIL,RETAIL,USD,-0.0519,0.0246,0.0211,0.7400,0.0000
STRESS,2027,SOV,SOVEREIGN,CHF,-0.0655,0.0279,0.0233,0.7800,0.0000
STRESS,2027,SOV,SOVEREIGN,EUR,-0.0655,0.0279,0.0057,0.7800,0.0000
STRESS,2027,SOV,SOVEREIGN,GBP,-0.0655,0.0279,0.0095,0.7800,0.0000
STRESS,2027,SOV,SOVEREIGN,PLN,-0.0655,0.0279,0.0197,0.7800,0.0000
STRESS,2027,SOV,SOVEREIGN,SEK,-0.0655,0.0279,0.0177,0.7800,0.0000
STRESS,2027,SOV,SOVEREIGN,USD,-0.0655,0.0279,0.0211,0.7800,0.0000
STRESS,2028,BANK,BANK,CHF,-0.0511,0.0353,0.0173,0.7800,0.0000
STRESS,2028,BANK,BANK,EUR,-0.0511,0.0353,0.0128,0.7800,0.0000
STRESS,2028,BANK,BANK,GBP,-0.0511,0.0353,0.0114,0.7800,0.0000
STRESS,2028,BANK,BANK,PLN,-0.0511,0.0353,0.0107,0.7800,0.0000
STRESS,2028,BANK,BANK,SEK,-0.0511,0.0353,0.0069,0.7800,0.0000
STRESS,2028,BANK,BANK,USD,-0.0511,0.0353,0.0100,0.7800,0.0000
STRESS,2028,CORP,COMMERCIAL_REAL_ESTATE,CHF,-0.0472,0.0427,0.0173,0.7400,0.0000
STRESS,2028,CORP,COMMERCIAL_REAL_ESTATE,EUR,-0.0472,0.0427,0.0128,0.7400,0.0000
STRESS,2028,CORP,COMMERCIAL_REAL_ESTATE,GBP,-0.0472,0.0427,0.0114,0.7400,0.0000
STRESS,2028,CORP,COMMERCIAL_REAL_ESTATE,PLN,-0.0472,0.0427,0.0107,0.7400,0.0000
STRESS,2028,CORP,COMMERCIAL_REAL_ESTATE,SEK,-0.0472,0.0427,0.0069,0.7400,0.0000
STRESS,2028,CORP,COMMERCIAL_REAL_ESTATE,USD,-0.0472,0.0427,0.0100,0.7400,0.0000
STRESS,2028,CORP,COMMODITIES_FINANCE,CHF,-0.0366,0.0253,0.0173,0.7400,0.0000
STRESS,2028,CORP,COMMODITIES_FINANCE,EUR,-0.0366,0.0253,0.0128,0.7400,0.0000
STRESS,2028,CORP,COMMODITIES_FINANCE,GBP,-0.0366,0.0253,0.0114,0.7400,0.0000
STRESS,2028,CORP,COMMODITIES_FINANCE,PLN,-0.0366,0.0253,0.0107,0.7400,0.0000
STRESS,2028,CORP,COMMODITIES_FINANCE,SEK,-0.0366,0.0253,0.0069,0.7400,0.0000
STRESS,2028,CORP,COMMODITIES_FINANCE,USD,-0.0366,0.0253,0.0100,0.7400,0.0000
STRESS,2028,CORP,CORPORATE,CHF,-0.0416,0.0229,0.0173,0.7400,0.0000
STRESS,2028,CORP,CORPORATE,EUR,-0.0416,0.0229,0.0128,0.7400,0.0000
STRESS,2028,CORP,CORPORATE,GBP,-0.0416,0.0229,0.0114,0.7400,0.0000
STRESS,2028,CORP,CORPORATE,PLN,-0.0416,0.0229,0.0107,0.7400,0.0000
STRESS,2028,CORP,CORPORATE,SEK,-0.0416,0.0229,0.0069,0.7400,0.0000
STRESS,2028,CORP,CORPORATE,USD,-0.0416,0.0229,0.0100,0.7400,0.0000
STRESS,2028,CORP,OBJECT_FINANCE,CHF,-0.0363,0.0430,0.0173,0.7400,0.0000
STRESS,2028,CORP,OBJECT_FINANCE,EUR,-0.0363,0.0430,0.0128,0.7400,0.0000
STRESS,2028,CORP,OBJECT_FINANCE,GBP,-0.0363,0.0430,0.0114,0.7400,0.0000
STRESS,2028,CORP,OBJECT_FINANCE,PLN,-0.0363,0.0430,0.0107,0.7400,0.0000
STRESS,2028,CORP,OBJECT_FINANCE,SEK,-0.0363,0.0430,0.0069,0.7400,0.0000
STRESS,2028,CORP,OBJECT_FINANCE,USD,-0.0363,0.0430,0.0100,0.7400,0.0000
STRESS,2028,CORP,PROJECT_FINANCE,CHF,-0.0360,0.0326,0.0173,0.7400,0.0000
STRESS,2028,CORP,PROJECT_FINANCE,EUR,-0.0360,0.0326,0.0128,0.7400,0.0000
STRESS,2028,CORP,PROJECT_FINANCE,GBP,-0.0360,0.0326,0.0114,0.7400,0.0000
STRESS,2028,CORP,PROJECT_FINANCE,PLN,-0.0360,0.0326,0.0107,0.7400,0.0000
STRESS,2028,CORP,PROJECT_FINANCE,SEK,-0.0360,0.0326,0.0069,0.7400,0.0000
STRESS,2028,CORP,PROJECT_FINANCE,USD,-0.0360,0.0326,0.0100,0.7400,0.0000
STRESS,2028,CORP,SPECIALISED_LENDING,CHF,-0.0307,0.0347,0.0173,0.7400,0.0000
STRESS,2028,CORP,SPECIALISED_LENDING,EUR,-0.0307,0.0347,0.0128,0.7400,0.0000
STRESS,2028,CORP,SPECIALISED_LENDING,GBP,-0.0307,0.0347,0.0114,0.7400,0.0000
STRESS,2028,CORP,SPECIALISED_LENDING,PLN,-0.0307,0.0347,0.0107,0.7400,0.0000
STRESS,2028,CORP,SPECIALISED_LENDING,SEK,-0.0307,0.0347,0.0069,0.7400,0.0000
STRESS,2028,CORP,SPECIALISED_LENDING,USD,-0.0307,0.0347,0.0100,0.7400,0.0000
